restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location
Purshottam Kandoi Haribhai Damodar Mithaiwala,4.4,150,21,0,0,0,1,0,0,Mumbai
Purvanchal Express,3.1,100,51,0,1,0,0,0,0,Allahabad
Purvanchal Ki Swadist Bati Chokha,4,100,34,0,0,0,0,0,0,Lucknow
Pushkar Pav Bhaji,4.3,50,30,0,0,0,1,0,0,Vadodara
Pushkar Sweets,4.2,150,27,0,0,0,1,0,0,Pune
Pushpa Bhojnalaya,3.9,50,35,0,1,0,0,0,0,Jodhpur
Pushpak Misthan Bhandar and Sweet,4.2,100,26,0,0,0,1,0,0,Agra
Pushpak Misthan Bhandar Sweets And Snack,4.3,50,25,0,0,0,0,0,0,Agra
PV Gold Bakers & Fast Food,3.7,100,36,1,0,0,0,0,1,Varanasi
PVR Cafe,3.7,150,23,0,0,1,0,0,0,Jalandhar
PVR Café,3.4,250,39,0,0,1,0,0,0,Patiala
PVR Café,3.5,200,61,0,0,1,0,0,0,Bangalore
PVR Café,3.5,250,45,0,0,1,0,0,0,Chandigarh
PVR Café,3.6,50,31,0,0,1,0,0,0,Mysore
PVR Café,3.6,100,58,0,0,1,0,0,0,Kolkata
PVR Café,3.6,200,32,0,0,1,0,0,0,Vellore
PVR Café,3.6,200,38,0,0,1,0,0,0,Pune
PVR Café,3.6,200,43,0,0,1,0,0,0,Moradabad
PVR Café,3.6,250,33,0,0,1,0,0,0,Amritsar
PVR Café,3.6,300,18,0,0,1,0,0,0,Ahmedabad
PVR Café,3.6,500,37,0,0,1,0,0,0,Ludhiana
PVR Café,3.8,100,38,0,0,1,0,0,0,Coimbatore
PVR Café,3.8,200,40,0,0,1,0,0,0,Allahabad
PVR Café,3.8,250,30,0,0,1,0,0,0,Kota
PVR Café,3.8,300,43,0,0,1,0,0,0,Mumbai
PVR Café,3.9,100,36,0,0,1,0,0,0,Trivandrum
PVR Café,3.9,100,40,0,0,1,0,0,0,Hyderabad
PVR Café,3.9,100,55,0,0,1,0,0,0,Guwahati
PVR Café,3.9,150,21,0,0,1,0,0,0,Lucknow
PVR Café,3.9,150,41,0,0,1,0,0,0,Bhopal
PVR Café,4,50,35,0,0,1,0,0,0,Nashik
PVR Café,4,100,29,0,0,1,0,0,0,Warangal
PVR Café,4,150,35,0,0,1,0,0,0,Kanpur
PVR Café,4,200,26,0,0,1,0,0,0,Vijayawada
PVR Café,4,200,37,0,0,1,0,0,0,Raipur
PVR Café,4,450,31,0,0,1,0,0,0,Ludhiana
PVR Café,4.1,150,29,0,0,1,0,0,0,NCR
PVR Café,4.1,150,37,0,0,1,0,0,0,Gorakhpur
PVR Café,4.1,300,47,0,0,1,0,0,0,Chennai
PVR Café,4.2,100,50,0,0,1,0,0,0,Dehradun
PVR Café,4.2,150,33,0,0,1,0,0,0,Vadodara
PVR Café,4.2,150,36,0,0,1,0,0,0,Bareilly
PVR Café,4.3,100,32,0,0,1,0,0,0,Puducherry
PVR Veg Restaurant,4,200,31,0,1,0,0,0,0,Durgapur
Pyaali,3.8,150,45,1,1,1,0,0,0,NCR
Pyaasa,3.7,100,26,0,0,1,0,0,0,Durgapur
Pyaasa - The Tasty Quench,3.9,100,28,0,0,1,0,0,0,Durgapur
Pyaaz Kachori With Khadi From Jaipur,3.9,150,36,0,1,1,1,0,0,NCR
Pyari Pahadan Restro,3.6,150,36,0,1,0,0,0,0,Dehradun
Pyaris Bakery,4.2,100,50,0,0,0,0,0,1,Kolkata
Pyramid,4.1,200,37,0,1,0,0,0,0,Chandigarh
Pyramid Cafe Lounge,3.8,150,39,0,1,1,0,1,0,Ludhiana
Pyramid Cafe Lounge,4,450,31,0,1,1,0,1,0,Jalandhar
Pyramid Express,4.1,300,53,0,1,1,0,1,0,Shimla
Pyramid MicroBrewery,4.2,300,50,0,0,0,0,0,0,Shimla
Q Nine Restaurant,4.4,300,32,1,1,0,0,1,0,Trivandrum
Qadri's Biryani,3.9,200,24,0,1,0,0,1,0,Vadodara
Qahwaa Coffee,4.3,400,36,0,1,0,0,0,0,Ludhiana
Qainaat - The Rooftop Cafe,3.8,150,29,0,0,0,0,0,0,Alappuzha
Qasbah,3.4,350,33,0,0,0,0,0,0,Siliguri
Qbic Cafe & Bar,4,800,39,0,1,0,0,1,0,NCR
QD's Restaurant,4.1,150,48,0,1,1,0,0,0,NCR
QFC,4.3,250,51,0,0,1,0,0,0,Kolkata
QFC - Quickly Fried Chicken,4.2,100,61,0,0,1,0,0,0,Kolkata
Qi - Pan Asian,4.4,300,27,0,0,0,0,0,0,Goa
Qlique - Hotel Sobti Continental,4.2,100,43,0,1,0,0,0,0,Bareilly
Quadro Bae,4.2,150,33,0,0,0,0,0,0,Coimbatore
Qualitiz,4.3,150,28,0,0,1,0,0,1,Mangalore
Quality Crispy Chicken,4.2,550,53,0,0,1,0,0,0,Coimbatore
Quality Curries Point,3.6,300,20,0,0,0,0,0,0,Guntur
Quality Food Veg & Non Veg,3.2,100,29,0,1,1,0,0,0,Jalandhar
Quality Inn Ramachandra,4.1,100,36,0,0,1,1,0,0,Visakhapatnam
Quality Jalpan Grih,4.3,150,24,0,0,1,0,0,0,Gorakhpur
Quality Live BBQ And Biryani,3.4,350,32,0,1,0,0,1,0,Nashik
Quality Paratha & Fast Food Restaurant,4.1,500,35,0,1,1,0,0,0,Agra
Quality Pizza Point,3.3,100,34,0,0,0,0,0,0,Bareilly
Quality Restaurant An Sweets,4.2,150,17,0,0,0,1,0,0,Kota
Quarter Biryani,3.9,150,38,1,0,0,0,1,0,Chennai
Queen Diary Ice Mall,3.7,300,32,0,0,0,0,0,1,Haridwar
Queens,3.7,150,53,0,1,0,0,1,0,Guwahati
Queens Court,4,100,22,0,1,0,0,1,0,Jhansi
Queen's Cupcake,4,200,34,0,0,0,0,0,1,Durgapur
Quest Regency,4.2,150,33,1,1,0,0,0,0,Jamshedpur
QUI Noshery,4,200,21,0,0,0,0,0,0,Trivandrum
Quibon Smoke,4.2,200,42,0,1,0,0,0,0,Goa
Quick Bite,4.2,100,37,0,0,1,0,1,0,Dhanbad
Quick Bite Cafe,4,100,43,1,0,1,0,0,0,Kolkata
Quick Bite Frankie,3.5,250,35,0,0,0,0,0,0,Warangal
Quick Bite Franky,3.5,250,33,0,0,0,0,0,0,Warangal
Quick Bites Fast Food Center,3.7,250,39,0,0,1,0,0,0,Bhubaneswar
Quick Cook By Pragya,4.3,100,41,0,0,0,0,0,1,Meerut
Quick Curry,3.5,100,33,0,1,1,0,0,0,Guwahati
Quick Eats,4.2,150,66,0,1,0,0,0,0,Kolkata
Quick Noodle,4.1,150,44,0,0,0,0,0,0,Kolkata
Quick Pick,4.1,250,52,0,0,0,0,0,0,Guwahati
Quick Pick,4.2,250,41,0,0,0,0,0,0,Guwahati
Quick Service Food,4,100,38,1,0,0,0,0,0,Ranchi
Quick Tandoori Momos,3.7,150,34,0,0,0,0,0,0,Shimla
Quickie Bites,4.2,50,41,0,0,1,0,0,0,Surat
Qureshi Biriyani Centre,3.9,200,24,0,1,0,0,1,0,Mysore
Qureshi Fast Food,4.3,350,35,0,0,1,0,0,0,NCR
Qureshi Kabab House,3.9,150,35,0,1,0,0,0,0,Jodhpur
Qureshi Momos,4.1,100,45,0,0,1,0,0,0,NCR
Qureshi's Kabab Corner,4.3,200,43,0,1,0,0,1,0,NCR
Qutub Shahi Kitchens,3.8,50,46,0,1,0,0,1,0,Hyderabad
Qvinch,3.7,200,50,0,0,1,0,0,0,Hyderabad
Qwality Restaurant,3.8,250,26,0,1,0,0,0,0,Jamshedpur
R . C . Spice,3.7,550,46,1,1,1,1,1,0,Allahabad
R Bawarchi 1,3.8,200,35,0,0,0,0,1,0,Nellore
R Bawarchi 2,3.6,200,27,0,1,0,0,1,0,Nellore
R Bhagat Tarrachand,4.1,150,33,0,1,1,1,0,0,Mumbai
R Bhagat Tarrachand,4.2,100,53,0,1,0,0,0,0,Mumbai
R Biryani Darbar,3.8,50,18,0,1,0,0,1,0,Gaya
R Fast Food By Raghuvir,3.9,150,22,0,0,0,1,0,0,Amravati
R K Biryani House,4,150,36,0,1,0,0,1,0,Pune
R K Cakes & Flowers,4.1,200,29,0,0,0,0,0,1,Jodhpur
R K Food Plaza,4.2,200,25,0,1,0,0,0,0,Amritsar
R K Litti,4.4,200,21,0,0,0,0,0,0,Patna
R K Veg and Non Veg Restaurant,4.1,100,28,0,1,0,0,0,0,Ujjain
R M Tiffin Services,3.9,100,38,0,1,0,0,0,0,Jalandhar
R P Bakery,4.1,150,42,0,0,1,1,0,1,Lucknow
R Punjabi Dhaba & Family Restaurant,4,400,27,0,1,0,0,1,0,Guntur
R R Family Dhaba,4.1,100,30,1,1,0,0,0,0,Nellore
R R Family Dhaba Veg,4.2,100,27,0,1,0,0,0,0,Nellore
R S Bhojnalaya,4.1,100,37,0,1,0,0,0,0,Kanpur
R S Golden Bakery,3.6,150,29,0,0,0,0,0,1,Lucknow
R V Dhorajiwala Sweets and Farsan,4.1,300,36,0,0,0,1,0,0,Amravati
R&I Diners,4,150,28,0,1,0,0,0,0,Durgapur
R. K. Udippi Restaurant,4,100,30,1,1,1,0,0,0,Bhopal
R.D. Sharma Dhosa and Pavbhaji,3.6,150,29,1,0,1,1,0,0,Surat
R.D. Sharma Pavbhaji & Chaat,3.5,250,29,0,0,1,1,0,0,Surat
R.D's Bombay Sandwich Center,4.1,200,33,0,0,1,0,0,0,Kolhapur
R.K Maggi Pasta Coffee Bar,4,100,37,0,1,1,1,0,0,Ahmedabad
R.K Nasta Centre,4.1,150,14,0,0,1,0,0,0,Bhavnagar
R.K Sanjha Chulha,4,150,35,0,1,0,0,0,0,Ludhiana
R.K. Egg Eatery,3.9,300,37,0,1,0,1,0,0,Ahmedabad
R.K.Centre,4,250,26,1,1,1,1,0,0,Ahmedabad
R.M.S Tiffin Service,4.3,150,30,0,1,0,0,0,0,Kanpur
R.P.W Pizza,3.8,300,47,0,0,0,0,0,0,NCR
R.R Restaurant Inn,3.8,100,22,0,1,0,0,1,0,Guntur
R.R. Restaurant And Cafe,3.5,150,31,0,1,1,0,0,0,Patna
R.R.R. Biryani House,3.7,250,22,1,1,0,0,1,0,Vijayawada
R.S Mani Cafe,3.8,300,39,1,0,0,0,0,0,Mumbai
R.S. Refreshment,4.1,100,32,0,1,0,0,0,0,Jalandhar
R.T. Bombay Fast Food,3.3,200,41,0,0,1,0,0,0,Amritsar
Ra Beef Biryani,4.1,150,24,1,0,0,1,1,0,Madurai
Ra Ra Momos Express,4,250,32,0,0,1,0,0,0,Jaipur
Raabta By Cloud Kitchen,3.8,350,31,0,1,0,0,0,0,Jalandhar
Raabta Cafe,4.3,200,45,1,0,1,0,0,0,Dharamshala
Raachavas Food Court,4,100,34,1,0,0,1,0,0,Nellore
Raafae's Dastarkhwan,4,200,36,0,1,0,0,1,0,Mumbai
RAAG Raise A Glass,4,100,41,0,1,1,0,0,0,Siliguri
Raai Jeera Veg & Desi Restaurant,3.6,150,30,0,1,0,0,0,0,Amravati
Raajdhani Bakers And Confectioners,3.6,150,31,0,0,0,0,0,1,Bareilly
Raam Restaurant,3.7,100,40,0,1,1,0,0,0,Trichy
Raas - Hotel Sangam,4,150,34,0,1,0,0,0,0,Bhopal
Raasta Cafe,4,200,50,0,1,1,0,0,0,Kolkata
Rabdiwala And Ice World,3.6,100,32,0,0,0,0,0,0,Nagpur
Rabdiwala Corner,4.1,50,26,0,0,0,0,0,0,Vadodara
Rabha Hotel,3.5,250,39,0,1,0,0,0,0,Guwahati
Rabi Dana Pani Dhaba,4,100,23,0,1,1,0,0,0,Jalandhar
Rachit's Krishnatunga Restaurant,4.2,350,36,1,1,0,0,1,0,Hyderabad
Rachna Chaat Center,3.8,200,28,0,1,0,1,0,0,Bhopal
Radha Govind Fast Food,4.3,200,45,0,0,1,0,0,0,Jaipur
Radha Ki Rasoi,3.6,100,48,0,1,0,0,0,0,NCR
Radha Ki Rasoi,3.7,450,21,0,1,0,0,0,0,Raipur
Radha Krishna Gurudayal,3.9,150,24,0,1,0,0,0,0,Ajmer
Radha Krishna Ki Rasoi,4.2,250,51,0,1,0,1,0,0,Agra
Radha Krishna Restaurant,4.2,100,49,1,0,1,0,0,0,Surat
Radha Krishna Restaurant,4.3,200,25,1,1,0,0,0,0,Surat
Radha Krishna Sweets,3.9,400,45,0,0,1,1,0,0,Mumbai
Radha Krushna,4,50,38,1,1,0,0,1,0,Pune
Radha's Sweets & Snacks,4.4,350,37,0,1,0,1,0,0,Bhubaneswar
Radhay Sham Bhatooray Wale,4.2,150,27,0,1,0,0,0,0,Patiala
Radhe Chaat Pakodi Center,3.3,200,37,0,1,0,1,0,0,Ahmedabad
Radhe Dhokla,4.2,200,27,0,1,0,1,1,0,Surat
Radhe Fast Food,4,250,31,0,1,0,0,0,0,Vadodara
Radhe Krishna Shev Pav Center,4,150,21,0,0,0,1,0,0,Nashik
Radhe Radhe Fast Break,4,200,27,0,0,1,0,0,0,Jodhpur
Radhe Rasoi,4.3,150,43,0,1,0,0,0,0,Jalandhar
Radhe Restaurant,4,200,41,1,0,1,1,0,0,Surat
Radhe Shyam,4.1,150,36,1,1,1,0,0,0,Mumbai
Radhe Shyam Chaat Bhandar,3.9,150,18,0,0,1,1,0,0,Meerut
Radhe Shyam Chat Bhandar And Fast Food,3.7,150,28,0,0,1,1,0,0,Ludhiana
Radhe Shyam Paan Bhandar,4.6,250,52,0,0,0,0,0,0,Kolkata
Radheshyam Farsan Mart,4.3,50,17,0,0,0,1,0,0,Vadodara
Radhey Hotel,3.7,150,25,0,1,0,0,0,0,Bikaner
Radhey Lal Premium Sweets,4.3,200,26,1,0,0,0,0,0,Lucknow
Radhey Lal Sweets,4.2,200,29,0,1,0,1,0,0,Lucknow
Radhey Panipuri Center,3.6,150,21,0,0,0,1,0,0,Vadodara
Radhey Radhey Bhojnalaya,4,150,43,0,1,0,0,0,0,Kanpur
Radhey Shyam Bhatia Paneer Waley,4.1,150,24,1,1,0,0,0,0,Jaipur
Radhey Shyam Subhash Kumar Special Chole Bhature,4.4,150,58,0,1,0,0,0,0,Delhi NCR
Radhey Shyam Sweets & Bakery,3.8,100,42,0,0,1,0,0,1,Lucknow
Radhika,3.5,50,29,1,1,1,0,0,0,Nashik
Radhika Bakery,4.1,150,36,0,0,0,0,0,1,Patna
Radhika Restaurant,3.9,100,36,0,1,0,0,0,0,Kanpur
Radhika Restaurant,3.9,150,24,0,1,1,1,0,0,Kota
Radhika Veg Restaurant,4.1,150,46,0,1,1,0,0,0,Pune
Radhika's Authentic South Indian Food,4.2,100,26,1,0,0,0,0,0,Ahmedabad
Radhuni,4,100,43,0,0,0,0,0,0,Siliguri
Radical Palace Restaurant,4.1,150,40,1,1,0,0,0,0,Lucknow
Radio Hotel,4.1,200,26,0,1,0,1,1,0,Pune
Raffs F9,3.9,250,53,0,0,1,0,0,0,Kolkata
Rafi International Fruit Juice Centre,4.3,300,47,0,0,0,0,0,0,Hyderabad
Rafiq Chicken Corner,4,200,55,0,1,1,0,1,0,NCR
Ragada Wale,4,200,16,0,0,0,1,0,0,Vijayawada
Ragam Bakery,3.8,150,24,0,0,0,0,0,1,Coimbatore
Raghav Eating Point,4,200,36,0,1,0,0,0,0,Lucknow
Raghav's - Hotel Priya,4.3,200,23,1,1,1,0,0,0,Bhubaneswar
Raghu Pan Bhandar,4.6,200,16,0,0,0,0,0,0,Kota
Raghukul Sweets & Dairy,4,100,24,0,0,0,1,0,0,Lucknow
Raghuvir Sweets,4.4,200,19,0,0,0,0,0,0,Amravati
Raghuvir Sweets And Bakers,4.3,100,12,0,0,0,0,0,1,Sangli
Rahat Biryani,3.9,150,42,0,1,0,0,1,0,Kolkata
Raheem's,4.1,100,40,0,0,0,0,0,0,Lucknow
Raheem's Kulcha Nahari,4.1,100,44,0,1,0,0,1,0,Lucknow
Rahhams,4.3,550,41,0,1,0,0,1,0,Bangalore
Rahi Cafe,4,250,46,0,1,1,1,0,0,Dharamshala
Rahi Dine Inn,4,200,33,0,1,0,0,1,0,Kolhapur
Rahil Restaurant,4.1,200,38,1,1,0,0,0,0,Varanasi
Rahims Restaurant,3.9,100,27,0,1,1,0,1,0,Gaya
Rahman Biriyani,4.1,150,25,0,0,0,0,1,0,Madurai
Rahman Biryani,3.4,100,46,0,0,0,0,1,0,Kolkata
Rahmaniya Restaurant Kethel's Chicken,4.2,300,36,1,0,0,0,0,0,Trivandrum
Rahul Dhaba,3.7,50,59,0,1,0,0,0,0,Agra
Rahul Kabab Paratha,4.2,150,30,0,1,0,0,0,0,Lucknow
Rahul Meena Momos And More,3.8,150,41,0,1,1,0,0,0,Bhopal
Rahul Omlet Center,4,100,41,0,0,1,1,0,0,Surat
Rahul Restaurant,3.8,200,57,0,1,1,1,1,0,Kolkata
Rahul Restaurant,4.2,150,39,1,0,1,0,0,0,Allahabad
Rahul South Indian Tiffin,4.1,150,15,1,0,0,0,0,0,Jamshedpur
Rahul Sweets And Restaurant,4.3,100,36,0,1,0,0,0,0,Kanpur
Rahul Wadevale,3.6,100,29,1,0,0,1,0,0,Pune
Rahul's Family Pan Center - Mast Banarasi Pan,4,300,18,0,0,0,0,0,0,Kolhapur
Rai Chicken,4.1,150,33,0,1,1,0,0,0,Amritsar
Raidan Restaurant,4.1,200,41,0,1,0,0,0,0,Bangalore
Raiina Chicken Wala,3.1,100,39,0,1,0,0,0,0,Amritsar
Rail Khana Cafe 24 X 7,4,200,42,0,0,1,1,0,0,Jodhpur
Railistro,3.4,300,26,0,1,1,1,0,0,Jalandhar
Railway Restaurant & Bar,4.1,250,47,0,1,0,0,0,0,Kolkata
Railway Road Ke Mashoor Kulhad Wale,4.3,100,17,0,1,0,0,0,0,Saharanpur
Rainbow,4.3,250,42,1,1,1,0,1,0,Jaipur
Rainbow Desserts And Cafe,3,100,34,0,0,1,0,0,0,Manipal
Rainbow Ice Chuski & Fruit Juice,4.6,100,28,0,0,0,0,0,0,Cuttack
Rainbow Restaurant,3.5,150,26,1,1,0,0,1,0,Bhubaneswar
Rainbow Vada Pav,4.2,50,14,0,0,1,1,0,0,Vadodara
Raipur Bhajiya House,4,200,31,0,0,0,1,0,0,Ahmedabad
Raipur Dhaba,4.1,150,35,0,1,0,0,0,0,Raipur
Rair - Air Bar & Lounge,4,100,55,0,1,0,0,0,0,Chandigarh
Raiveer Delhi Special Red Chilly Momos,3.7,200,28,0,0,0,0,0,0,Jhansi
Raj Bakery,3.4,400,38,0,0,0,0,0,1,Kanpur
Raj Bhog,3.3,200,26,0,1,0,0,0,0,Meerut
Raj Bhojanalaya,3.1,100,46,0,1,0,0,0,0,Lucknow
Raj Bhojnalya & Fast Food Center,4,100,38,0,1,0,0,0,0,Lucknow
Raj Chaat Bhandar,4,150,38,0,0,0,1,0,0,NCR
Raj Chhappan Bhog,3.3,150,59,0,1,0,0,0,0,Patna
Raj Darbar,4.2,200,35,0,1,0,0,0,0,Bhopal
Raj Darbar Family Restaurant,4.1,100,26,0,1,1,0,1,0,Patna
Raj Darbar Restaurant,3.9,200,18,0,1,0,0,1,0,Vijayawada
Raj Darbar Restaurants,3.9,200,16,0,1,0,1,1,0,Vijayawada
Raj Darbar Take Away,4.1,150,27,0,1,0,0,1,0,Patna
Raj Food Point,3.2,100,34,0,1,1,0,0,0,Meerut
Raj food solution,3.6,250,31,0,1,0,0,0,0,Patna
Raj Gharana,3.9,150,37,0,1,1,0,0,0,Surat
Raj Gola,4.1,50,28,0,0,0,0,0,0,Rajkot
Raj Hotel,3.9,150,46,0,1,1,0,0,0,Gorakhpur
Raj Hotel & Restaurant,4.4,200,49,0,1,0,0,0,0,Kolkata
Raj Kamal Veg Restaurant,3.5,100,24,1,1,0,1,0,0,Mangalore
Raj Khodiyar Idli Menduvada,4.3,100,19,1,0,1,0,0,0,Bhavnagar
Raj Khodiyar Restaurant,4,100,19,0,1,0,0,0,0,Bhavnagar
Raj Kishore's Bandhu Sweets,4.3,300,29,0,0,0,0,0,0,Kanpur
Raj Kumar Masala Dosa,4,100,48,1,0,1,0,0,0,Allahabad
Raj Mahal,4.2,150,33,0,1,1,0,1,0,Moradabad
Raj Mahal Dawat E Darbar,4.2,100,29,0,1,1,0,1,0,Meerut
Raj Noodles,4.5,100,24,0,1,0,0,0,0,Guntur
Raj Palace Restaurant,3.8,200,25,0,1,0,0,1,0,Mumbai
Raj Paubhaji Gondal Road,4.4,100,25,1,1,1,0,0,0,Rajkot
Raj Rasoi,3.9,100,26,1,1,0,0,1,0,Patna
Raj Rasoi,4,50,27,1,1,1,1,0,0,Agra
Raj Restaurant,3.9,100,37,0,1,0,0,0,0,Meerut
Raj Restaurant,4,150,40,0,1,0,0,0,0,NCR
Raj Restaurant,4.1,100,45,1,0,0,1,0,0,Kolkata
Raj Restaurant,4.1,250,32,1,1,0,0,0,0,Amravati
Raj Restaurant,4.2,300,44,0,1,0,0,1,0,Mumbai
Raj Shree Chats,4,100,43,0,0,1,1,0,0,Chennai
Raj Spanish Cafe,4,250,34,0,0,0,0,0,0,Kolkata
Raj Sweet House,4.2,200,36,1,0,1,1,0,0,Lucknow
Raj Tea Stall,3.7,400,70,0,1,1,0,0,0,Kolkata
Raja Bhai Restaurant,4.3,200,31,0,1,0,0,0,0,Madurai
Raja Bhoj & Co.,3.5,10,36,0,1,0,0,1,0,NCR
Raja Burger,3.8,150,34,0,0,0,0,0,0,Nashik
Raja Burger,4,200,29,0,0,0,0,0,0,Nashik
Raja Chick Chicken,4.4,200,21,0,1,0,0,0,0,Amritsar
Raja Chicken Corner,4.1,100,31,0,1,0,1,0,0,Jodhpur
Raja Chicken Corner,4.1,300,32,0,1,1,0,0,0,Jodhpur
Raja Chicken House,4,250,27,0,1,0,0,1,0,Amritsar
Raja Chicken House Snack and Take Away,3.9,100,19,0,1,1,0,0,0,Amritsar
Raja Coffee & Tiffin Center,4,100,33,1,0,0,0,1,0,Trichy
Raja Dhaba,4.1,300,30,0,1,0,1,0,0,Ludhiana
Raja Ram Dhaba,3.4,250,33,0,0,0,0,0,0,Indore
Raja Ram Dhaba,3.9,50,28,1,0,0,0,0,0,Indore
Raja Ram Dhaba Sweets & Namkeen,4,100,35,0,1,0,0,0,0,Indore
Raja Rasoi,3.7,200,24,0,1,0,1,0,0,Allahabad
Raja Vaishno Dhaba,4.1,150,40,0,1,1,0,0,0,Chandigarh
Rajalaxmi Special Chat,3.9,100,15,0,0,0,1,0,0,Bhubaneswar
Rajam Mess,3.8,200,34,1,0,0,0,0,0,Trichy
Rajan Chicken,4.4,150,41,0,1,0,0,0,0,Amritsar
Rajani's Kitchen,4.2,200,26,0,1,0,0,1,0,Cuttack
Rajanna Military Hotel,4.1,250,31,1,0,0,0,0,0,Bangalore
Rajaram Lassi Wale,4.4,50,23,0,0,0,0,0,0,Allahabad
Rajasaheb,3.9,150,34,0,1,1,0,1,0,Amravati
Rajasthan,4.2,100,45,0,1,1,0,0,0,Mumbai
Rajasthan Bhaj Govindam,4.2,50,37,0,1,0,0,0,0,Darbhanga
Rajasthan Bhojnalaya,4,100,30,0,1,0,0,0,0,Kolkata
Rajasthan Bhojnalya,3.8,50,20,0,1,0,0,0,0,Gaya
Rajasthan Fruit Juice & Shakes,4.5,150,18,0,0,0,0,0,0,Kota
Rajasthan Hot Foods,3.8,200,29,0,0,0,0,1,0,Nellore
Rajasthan Ice Cream And Kulfi,4.1,100,26,0,0,0,0,0,0,Vadodara
Rajasthan Ice Cream Parlour,4.4,150,22,0,0,0,0,0,0,Vadodara
Rajasthan Kulfi & Fast Food,3.8,50,23,0,0,1,1,0,0,Vadodara
Rajasthan Kulfi And Fastfood,4.4,200,22,0,0,0,0,0,0,Vadodara
Rajasthan Kulfi Icecream,4,200,28,0,0,0,0,0,0,Vadodara
Rajasthan Kulfi Race Course Wala,4.1,100,21,0,0,0,0,0,0,Vadodara
Rajasthan Kulfi Sursagarwala,4.4,150,16,0,0,0,0,0,0,Vadodara
Rajasthan Misthan Bhandar,3.4,150,42,0,0,0,1,0,0,Bhopal
Rajasthan Restaurant,3.9,150,25,0,1,0,1,0,0,Patna
Rajasthan Sharma Hotel,4.4,100,14,0,0,1,0,0,0,Jamshedpur
Rajasthani Bhojnalaya,3.9,100,47,0,1,1,1,0,0,Rishikesh
Rajasthani Dal Bafle,3.8,50,30,0,0,0,0,0,0,Indore
Rajasthani Dhaba,4.3,150,55,0,1,0,0,0,0,Guwahati
Rajasthani Dhaba Pure Veg Restaurant,3.6,100,45,0,0,0,0,0,0,Jaipur
Rajasthani Foods,3.5,100,37,1,1,1,1,0,0,Asansol
Rajasthani Panipuri & Fast Food,4.2,100,39,0,0,0,1,0,0,Vadodara
Rajasthani Rasoi,4,150,42,0,1,0,1,0,0,Varanasi
Rajasthani Restaurant & Fast Food,3.1,100,37,0,1,0,0,0,0,Kota
Rajasthani Tadka,3.5,350,31,0,0,0,0,0,0,Rajkot
Rajasthani Tadka,4.1,150,38,0,0,0,0,0,0,Ahmedabad
Rajasthani Tadka,4.2,600,27,0,0,0,0,0,0,Surat
Rajasthani Tadka Veg Restaurant,3.6,250,30,0,1,0,0,0,0,Jaipur
Rajasthani Taj Restaurant,3,200,47,0,1,0,1,0,0,Bangalore
Rajasthani Zaika,4.4,150,32,0,0,0,1,0,0,Dehradun
Rajasthani’s Dhaba Food,2.9,150,29,0,0,0,0,0,0,Vijayawada
Rajbhog,4,150,45,0,1,0,0,0,0,NCR
Rajbhog Restaurant,3.6,100,24,0,1,0,0,0,0,Rajkot
Rajbir Momos,3.3,300,42,0,0,0,1,1,0,Dhanbad
Rajdarbar,3.6,150,12,0,1,0,0,0,0,Cuttack
Rajdeep Family Restaurant,3.4,150,17,0,1,0,0,0,0,Ajmer
Rajdhani,3.9,300,52,0,1,0,0,0,0,Mumbai
Rajdhani,4.1,150,21,0,1,0,0,0,0,NCR
Rajdhani,4.2,300,63,0,1,0,0,0,0,Bangalore
Rajdhani Chicken Point,4.1,150,23,0,1,0,0,0,0,Dehradun
Rajdhani Hotel,3.8,100,22,0,1,0,1,1,0,Patna
Rajdhani Pizza,3.3,150,55,0,0,0,0,0,0,NCR
Rajdhani Restaurant,3.4,200,32,0,1,1,1,0,0,NCR
Rajdhani Restaurant,3.4,250,42,0,1,1,1,0,0,Delhi NCR
Rajdhani Restaurant,3.9,150,38,0,1,1,1,1,0,Dehradun
Rajdhani Restaurant,4.1,50,23,0,1,0,0,1,0,Rajkot
Rajdhani Tea Centre,4.3,100,24,0,0,0,0,0,0,Vadodara
Rajdoot's Sweets & Restaurant,3.6,100,19,1,1,1,0,0,0,Saharanpur
Raje Chinese Restaurant,3.9,150,47,0,0,0,0,0,0,Pune
Rajendra Batashe,3.3,100,35,0,0,0,1,0,0,Lucknow
Rajendra Chinese,4.2,150,28,0,0,0,0,0,0,Nagpur
Rajendra PavBhaji and Juice Bar,4.1,350,19,0,0,1,1,0,0,Pune
Rajendra Sweet Home,4.5,150,19,0,0,0,0,0,0,Solapur
Rajendra Sweets Online,4.5,150,30,0,0,0,0,0,0,Agra
Rajesh Chinese,3.8,150,17,0,0,0,0,0,0,Sangli
Rajesh Chinese Center,4.1,50,25,0,0,0,0,0,0,Nagpur
Rajesh Cold Drinks,4,200,17,0,0,0,0,0,0,Bhavnagar
Rajesh Dabeli & Vadapav,3.6,150,15,0,0,1,0,0,0,Bhavnagar
Rajesh Icecream Pyali,3.4,100,11,0,0,0,0,0,0,Bhavnagar
Rajesh Kitchen Restaurant,4.1,150,48,1,1,1,1,1,0,Allahabad
Rajesh Samosa,4.3,300,21,0,0,0,1,0,0,Nagpur
Rajesh Sweets,4.3,150,50,1,0,0,0,0,0,Varanasi
